method,input_dim,scheme,threshold_ratio,ratio_val_acc,adc_bits,weight_bits,timesteps,val_acc,test_acc
proj_pca_64,64,B,0.3,0.1505,8,2,5,0.1044,0.1029
proj_pca_64,64,B,0.3,0.1505,8,2,10,0.1044,0.1028
proj_pca_64,64,B,0.3,0.1505,8,2,20,0.1044,0.1028
proj_pca_64,64,B,0.3,0.1505,8,3,1,0.1366,0.1338
proj_pca_64,64,B,0.3,0.1505,8,3,3,0.1366,0.1338
proj_pca_64,64,B,0.3,0.1505,8,3,5,0.1366,0.1338
proj_pca_64,64,B,0.3,0.1505,8,3,10,0.1366,0.1338
proj_pca_64,64,B,0.3,0.1505,8,3,20,0.1366,0.1338
proj_pca_64,64,B,0.3,0.1505,8,4,1,0.1278,0.1335
proj_pca_64,64,B,0.3,0.1505,8,4,3,0.1278,0.1335
proj_pca_64,64,B,0.3,0.1505,8,4,5,0.1278,0.1335
proj_pca_64,64,B,0.3,0.1505,8,4,10,0.1278,0.1335
proj_pca_64,64,B,0.3,0.1505,8,4,20,0.1278,0.1335
proj_pca_64,64,B,0.3,0.1505,8,6,1,0.1902,0.1864
proj_pca_64,64,B,0.3,0.1505,8,6,3,0.1902,0.1864
proj_pca_64,64,B,0.3,0.1505,8,6,5,0.1902,0.1864
proj_pca_64,64,B,0.3,0.1505,8,6,10,0.1902,0.1864
proj_pca_64,64,B,0.3,0.1505,8,6,20,0.1902,0.1864
proj_pca_64,64,B,0.3,0.1505,8,8,1,0.1702,0.1727
proj_pca_64,64,B,0.3,0.1505,8,8,3,0.1702,0.1727
proj_pca_64,64,B,0.3,0.1505,8,8,5,0.1702,0.1727
proj_pca_64,64,B,0.3,0.1505,8,8,10,0.1702,0.1727
proj_pca_64,64,B,0.3,0.1505,8,8,20,0.1702,0.1727
proj_pca_64,64,B,0.3,0.1505,10,2,1,0.105,0.1049
proj_pca_64,64,B,0.3,0.1505,10,2,3,0.1044,0.1029
proj_pca_64,64,B,0.3,0.1505,10,2,5,0.1044,0.1029
proj_pca_64,64,B,0.3,0.1505,10,2,10,0.1044,0.1028
proj_pca_64,64,B,0.3,0.1505,10,2,20,0.1044,0.1028
proj_pca_64,64,B,0.3,0.1505,10,3,1,0.1364,0.134
proj_pca_64,64,B,0.3,0.1505,10,3,3,0.1364,0.134
proj_pca_64,64,B,0.3,0.1505,10,3,5,0.1364,0.134
proj_pca_64,64,B,0.3,0.1505,10,3,10,0.1364,0.134
proj_pca_64,64,B,0.3,0.1505,10,3,20,0.1364,0.134
proj_pca_64,64,B,0.3,0.1505,10,4,1,0.1254,0.1317
proj_pca_64,64,B,0.3,0.1505,10,4,3,0.1254,0.1317
proj_pca_64,64,B,0.3,0.1505,10,4,5,0.1254,0.1317
proj_pca_64,64,B,0.3,0.1505,10,4,10,0.1254,0.1317
proj_pca_64,64,B,0.3,0.1505,10,4,20,0.1254,0.1317
proj_pca_64,64,B,0.3,0.1505,10,6,1,0.192,0.1881
proj_pca_64,64,B,0.3,0.1505,10,6,3,0.192,0.1881
proj_pca_64,64,B,0.3,0.1505,10,6,5,0.192,0.1881
proj_pca_64,64,B,0.3,0.1505,10,6,10,0.192,0.1881
proj_pca_64,64,B,0.3,0.1505,10,6,20,0.192,0.1881
proj_pca_64,64,B,0.3,0.1505,10,8,1,0.1694,0.1717
proj_pca_64,64,B,0.3,0.1505,10,8,3,0.1694,0.1717
proj_pca_64,64,B,0.3,0.1505,10,8,5,0.1694,0.1717
proj_pca_64,64,B,0.3,0.1505,10,8,10,0.1694,0.1717
proj_pca_64,64,B,0.3,0.1505,10,8,20,0.1694,0.1717
proj_pca_64,64,B,0.3,0.1505,12,2,1,0.105,0.1049
proj_pca_64,64,B,0.3,0.1505,12,2,3,0.1044,0.1029
proj_pca_64,64,B,0.3,0.1505,12,2,5,0.1044,0.1029
proj_pca_64,64,B,0.3,0.1505,12,2,10,0.1044,0.1028
proj_pca_64,64,B,0.3,0.1505,12,2,20,0.1044,0.1028
proj_pca_64,64,B,0.3,0.1505,12,3,1,0.1364,0.134
proj_pca_64,64,B,0.3,0.1505,12,3,3,0.1364,0.134
proj_pca_64,64,B,0.3,0.1505,12,3,5,0.1364,0.134
proj_pca_64,64,B,0.3,0.1505,12,3,10,0.1364,0.134
proj_pca_64,64,B,0.3,0.1505,12,3,20,0.1364,0.134
proj_pca_64,64,B,0.3,0.1505,12,4,1,0.1258,0.1318
proj_pca_64,64,B,0.3,0.1505,12,4,3,0.1258,0.1318
proj_pca_64,64,B,0.3,0.1505,12,4,5,0.1258,0.1318
proj_pca_64,64,B,0.3,0.1505,12,4,10,0.1258,0.1318
proj_pca_64,64,B,0.3,0.1505,12,4,20,0.1258,0.1318
proj_pca_64,64,B,0.3,0.1505,12,6,1,0.1916,0.1884
proj_pca_64,64,B,0.3,0.1505,12,6,3,0.1916,0.1884
proj_pca_64,64,B,0.3,0.1505,12,6,5,0.1916,0.1884
proj_pca_64,64,B,0.3,0.1505,12,6,10,0.1916,0.1884
proj_pca_64,64,B,0.3,0.1505,12,6,20,0.1916,0.1884
proj_pca_64,64,B,0.3,0.1505,12,8,1,0.1698,0.1718
proj_pca_64,64,B,0.3,0.1505,12,8,3,0.1698,0.1718
proj_pca_64,64,B,0.3,0.1505,12,8,5,0.1698,0.1718
proj_pca_64,64,B,0.3,0.1505,12,8,10,0.1698,0.1718
proj_pca_64,64,B,0.3,0.1505,12,8,20,0.1698,0.1718
proj_sup_64,64,B,0.4,0.9245,6,2,1,0.8032,0.8027
proj_sup_64,64,B,0.4,0.9245,6,2,3,0.803,0.8026
proj_sup_64,64,B,0.4,0.9245,6,2,5,0.803,0.8026
proj_sup_64,64,B,0.4,0.9245,6,2,10,0.803,0.8026
proj_sup_64,64,B,0.4,0.9245,6,2,20,0.803,0.8026
proj_sup_64,64,B,0.4,0.9245,6,3,1,0.7846,0.795
proj_sup_64,64,B,0.4,0.9245,6,3,3,0.782,0.7926
proj_sup_64,64,B,0.4,0.9245,6,3,5,0.782,0.7926
proj_sup_64,64,B,0.4,0.9245,6,3,10,0.782,0.7926
proj_sup_64,64,B,0.4,0.9245,6,3,20,0.782,0.7926
proj_sup_64,64,B,0.4,0.9245,6,4,1,0.9044,0.9096
proj_sup_64,64,B,0.4,0.9245,6,4,3,0.9042,0.9096
proj_sup_64,64,B,0.4,0.9245,6,4,5,0.9042,0.9096
proj_sup_64,64,B,0.4,0.9245,6,4,10,0.9042,0.9096
proj_sup_64,64,B,0.4,0.9245,6,4,20,0.9042,0.9096
proj_sup_64,64,B,0.4,0.9245,6,6,1,0.8636,0.866
proj_sup_64,64,B,0.4,0.9245,6,6,3,0.8636,0.8659
proj_sup_64,64,B,0.4,0.9245,6,6,5,0.8636,0.8659
proj_sup_64,64,B,0.4,0.9245,6,6,10,0.8636,0.8659
proj_sup_64,64,B,0.4,0.9245,6,6,20,0.8636,0.8659
proj_sup_64,64,B,0.4,0.9245,6,8,1,0.8602,0.859
proj_sup_64,64,B,0.4,0.9245,6,8,3,0.8602,0.8589
proj_sup_64,64,B,0.4,0.9245,6,8,5,0.8602,0.8589
proj_sup_64,64,B,0.4,0.9245,6,8,10,0.8602,0.8589
proj_sup_64,64,B,0.4,0.9245,6,8,20,0.8602,0.8589
proj_sup_64,64,B,0.4,0.9245,8,2,1,0.802,0.8023
proj_sup_64,64,B,0.4,0.9245,8,2,3,0.8018,0.8022
proj_sup_64,64,B,0.4,0.9245,8,2,5,0.8018,0.8022
proj_sup_64,64,B,0.4,0.9245,8,2,10,0.8018,0.8022
proj_sup_64,64,B,0.4,0.9245,8,2,20,0.8018,0.8022
proj_sup_64,64,B,0.4,0.9245,8,3,1,0.7858,0.7974
proj_sup_64,64,B,0.4,0.9245,8,3,3,0.7832,0.7956
proj_sup_64,64,B,0.4,0.9245,8,3,5,0.7832,0.7956
proj_sup_64,64,B,0.4,0.9245,8,3,10,0.7832,0.7956
proj_sup_64,64,B,0.4,0.9245,8,3,20,0.7832,0.7956
proj_sup_64,64,B,0.4,0.9245,8,4,1,0.9062,0.911
proj_sup_64,64,B,0.4,0.9245,8,4,3,0.9062,0.911
proj_sup_64,64,B,0.4,0.9245,8,4,5,0.9062,0.911
proj_sup_64,64,B,0.4,0.9245,8,4,10,0.9062,0.911
proj_sup_64,64,B,0.4,0.9245,8,4,20,0.9062,0.911
proj_sup_64,64,B,0.4,0.9245,8,6,1,0.8664,0.869
proj_sup_64,64,B,0.4,0.9245,8,6,3,0.8664,0.8689
proj_sup_64,64,B,0.4,0.9245,8,6,5,0.8664,0.8689
proj_sup_64,64,B,0.4,0.9245,8,6,10,0.8664,0.8689
proj_sup_64,64,B,0.4,0.9245,8,6,20,0.8664,0.8689
proj_sup_64,64,B,0.4,0.9245,8,8,1,0.8608,0.8642
proj_sup_64,64,B,0.4,0.9245,8,8,3,0.8608,0.8641
proj_sup_64,64,B,0.4,0.9245,8,8,5,0.8608,0.8641
proj_sup_64,64,B,0.4,0.9245,8,8,10,0.8608,0.8641
proj_sup_64,64,B,0.4,0.9245,8,8,20,0.8608,0.8641
proj_sup_64,64,B,0.4,0.9245,10,2,1,0.8024,0.802
proj_sup_64,64,B,0.4,0.9245,10,2,3,0.8022,0.8019
proj_sup_64,64,B,0.4,0.9245,10,2,5,0.8022,0.8019
proj_sup_64,64,B,0.4,0.9245,10,2,10,0.8022,0.8019
proj_sup_64,64,B,0.4,0.9245,10,2,20,0.8022,0.8019
proj_sup_64,64,B,0.4,0.9245,10,3,1,0.786,0.7963
proj_sup_64,64,B,0.4,0.9245,10,3,3,0.7834,0.7945
proj_sup_64,64,B,0.4,0.9245,10,3,5,0.7834,0.7945
proj_sup_64,64,B,0.4,0.9245,10,3,10,0.7834,0.7945
proj_sup_64,64,B,0.4,0.9245,10,3,20,0.7834,0.7945
proj_sup_64,64,B,0.4,0.9245,10,4,1,0.908,0.9122
proj_sup_64,64,B,0.4,0.9245,10,4,3,0.908,0.9122
proj_sup_64,64,B,0.4,0.9245,10,4,5,0.908,0.9122
proj_sup_64,64,B,0.4,0.9245,10,4,10,0.908,0.9122
proj_sup_64,64,B,0.4,0.9245,10,4,20,0.908,0.9122
proj_sup_64,64,B,0.4,0.9245,10,6,1,0.8664,0.868
proj_sup_64,64,B,0.4,0.9245,10,6,3,0.8664,0.8679
proj_sup_64,64,B,0.4,0.9245,10,6,5,0.8664,0.8679
proj_sup_64,64,B,0.4,0.9245,10,6,10,0.8664,0.8679
proj_sup_64,64,B,0.4,0.9245,10,6,20,0.8664,0.8679
proj_sup_64,64,B,0.4,0.9245,10,8,1,0.8606,0.8639
proj_sup_64,64,B,0.4,0.9245,10,8,3,0.8606,0.8638
proj_sup_64,64,B,0.4,0.9245,10,8,5,0.8606,0.8638
proj_sup_64,64,B,0.4,0.9245,10,8,10,0.8606,0.8638
proj_sup_64,64,B,0.4,0.9245,10,8,20,0.8606,0.8638
proj_sup_64,64,B,0.4,0.9245,12,2,1,0.8026,0.8022
proj_sup_64,64,B,0.4,0.9245,12,2,3,0.8024,0.8021
proj_sup_64,64,B,0.4,0.9245,12,2,5,0.8024,0.8021
proj_sup_64,64,B,0.4,0.9245,12,2,10,0.8024,0.8021
proj_sup_64,64,B,0.4,0.9245,12,2,20,0.8024,0.8021
proj_sup_64,64,B,0.4,0.9245,12,3,1,0.7864,0.7966
proj_sup_64,64,B,0.4,0.9245,12,3,3,0.7838,0.7948
proj_sup_64,64,B,0.4,0.9245,12,3,5,0.7838,0.7948
proj_sup_64,64,B,0.4,0.9245,12,3,10,0.7838,0.7948
proj_sup_64,64,B,0.4,0.9245,12,3,20,0.7838,0.7948
proj_sup_64,64,B,0.4,0.9245,12,4,1,0.9072,0.9124
proj_sup_64,64,B,0.4,0.9245,12,4,3,0.9072,0.9124
proj_sup_64,64,B,0.4,0.9245,12,4,5,0.9072,0.9124
proj_sup_64,64,B,0.4,0.9245,12,4,10,0.9072,0.9124
proj_sup_64,64,B,0.4,0.9245,12,4,20,0.9072,0.9124
proj_sup_64,64,B,0.4,0.9245,12,6,1,0.867,0.868
proj_sup_64,64,B,0.4,0.9245,12,6,3,0.867,0.8679
proj_sup_64,64,B,0.4,0.9245,12,6,5,0.867,0.8679
proj_sup_64,64,B,0.4,0.9245,12,6,10,0.867,0.8679
proj_sup_64,64,B,0.4,0.9245,12,6,20,0.867,0.8679
proj_sup_64,64,B,0.4,0.9245,12,8,1,0.8614,0.8644
proj_sup_64,64,B,0.4,0.9245,12,8,3,0.8614,0.8643
proj_sup_64,64,B,0.4,0.9245,12,8,5,0.8614,0.8643
proj_sup_64,64,B,0.4,0.9245,12,8,10,0.8614,0.8643
proj_sup_64,64,B,0.4,0.9245,12,8,20,0.8614,0.8643
